index,production_companies,production_countries,,
1852,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Hemdale Film Corporation"", ""id"": 469}, {""name"": ""Recorded Pictures Company"", ""id"": 470}, {""name"": ""Soprofilms"", ""id"": 472}, {""name"": ""TAO Film"", ""id"": 473}, {""name"": ""Yanco"", ""id"": 474}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}}",,
1853,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Leverage Management"", ""id"": 8536}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""Farraday Films"", ""id"": 8538}, {""name"": ""Leverage Entertainment"", ""id"": 8539}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Blueeyes Productions"", ""id"": 10970}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}}",,
1854,"{{""name"": ""New Line Cinema"", ""id"": 12}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1855,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Paramount Vantage"", ""id"": 838}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1856,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Paramount Animation"", ""id"": 24955}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1857,"{{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Paramount Animation"", ""id"": 24955}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1858,"{{""name"": ""Universal Pictures"", ""id"": 33}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1859,"{{""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Alloy Entertainment"", ""id"": 10067}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1860,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Immortal Entertainment"", ""id"": 973}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Quality Growth International Ltd."", ""id"": 73954}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1861,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Alta Loma Entertainment"", ""id"": 15636}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1862,"{{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1863,"{{""name"": ""Walt Disney Pictures"", ""id"": 2}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1864,"{{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Tonik Productions"", ""id"": 17145}, {""name"": ""Asis Productions"", ""id"": 53464}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1865,"{{""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""Gaylord Films"", ""id"": 5367}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Sloane Square Films"", ""id"": 67990}, {""name"": ""HSI Tomorrow Film"", ""id"": 67991}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1866,"{{""name"": ""United Artists"", ""id"": 60}, {""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""Jeepers Creepers II"", ""id"": 53348}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1867,"{{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Karz Entertainment"", ""id"": 4194}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1868,"{{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1869,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Scott Rudin Productions"", ""id"": 258}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1870,"{{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1871,"{{""name"": ""Tiger Aspect Productions"", ""id"": 686}, {""name"": ""Working Title Films"", ""id"": 10163}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}}",,
1872,"{{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Middle Fork Productions"", ""id"": 3803}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1873,"{{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""LGM Productions"", ""id"": 2490}, {""name"": ""Les Productions du Tr\u00e9sor"", ""id"": 2612}, {""name"": ""Mars Distribution"", ""id"": 2908}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""France 3 Cinema"", ""id"": 16804}, {""name"": ""Caneo Films"", ""id"": 19690}, {""name"": ""Grisbi Productions"", ""id"": 32242}, {""name"": ""France 4"", ""id"": 33928}, {""name"": ""W9"", ""id"": 34774}, {""name"": ""Chi-Fou-Mi Productions"", ""id"": 34780}, {""name"": ""Treasure Company"", ""id"": 34782}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1874,"{{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Southpaw Entertainment"", ""id"": 30131}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1875,"{{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1876,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Midwinter Productions Inc."", ""id"": 5550}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1877,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}}","{{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1878,"{{""name"": ""Columbia Pictures Corporation"", ""id"": 441}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1879,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Rough House Pictures"", ""id"": 20848}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1880,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Wayans Bros. Entertainment"", ""id"": 1608}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1881,"{{""name"": ""Castle Rock Entertainment"", ""id"": 97}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1882,"{{""name"": ""Bungalow Productions"", ""id"": 11600}, {""name"": ""Silver Lion Films"", ""id"": 11601}, {""name"": ""Vision View Entertainment"", ""id"": 11602}}","{{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1883,"{{""name"": ""Motion Picture Corporation of America"", ""id"": 2090}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1884,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""Leverage Entertainment"", ""id"": 8539}, {""name"": ""Chartoff-Winkler Productions"", ""id"": 12252}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1885,"{{""name"": ""Jean Doumanian Productions"", ""id"": 16280}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1886,"{{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Bridget Johnson Films"", ""id"": 19925}, {""name"": ""Skate Away Productions"", ""id"": 19926}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}}",,
1887,"{{""name"": ""Mile High Productions"", ""id"": 2976}, {""name"": ""Kevin Messick Productions"", ""id"": 2977}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1888,"{{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Saville Productions"", ""id"": 73620}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1889,"{{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1890,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""American Zoetrope"", ""id"": 70}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1891,"{{""name"": ""Screen Gems"", ""id"": 3287}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1892,"{{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1893,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Necropia"", ""id"": 11627}, {""name"": ""Tequila Gang"", ""id"": 11628}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}}",,
1894,"{{""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Fierce Entertainment"", ""id"": 12138}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""Rogue Films"", ""id"": 23956}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}}",,
1895,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1896,"{{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}, {""name"": ""Blue Sea Productions"", ""id"": 53012}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1897,"{{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Screen Gems"", ""id"": 3287}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1898,{},{},,
1899,"{{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""CST Telecommunications"", ""id"": 32793}, {""name"": ""Star Partners"", ""id"": 67823}}","{{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1900,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""Savoy Pictures"", ""id"": 11308}}","{{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1901,"{{""name"": ""Walt Disney Pictures"", ""id"": 2}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1902,"{{""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Radar Pictures"", ""id"": 14718}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1903,"{{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Internationale Filmproduktion Prometheus"", ""id"": 23003}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}}",,
1904,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1905,"{{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Rogue"", ""id"": 8853}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1906,"{{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Daybreak"", ""id"": 49241}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1907,"{{""name"": ""Columbia Pictures"", ""id"": 5}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1908,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Revolution Studios"", ""id"": 497}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1909,"{{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}}",,
1910,"{{""name"": ""Paramount Pictures"", ""id"": 4}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1911,"{{""name"": ""Incentive Filmed Entertainment"", ""id"": 7215}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1912,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}}","{{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1913,"{{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1914,"{{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Golan-Globus"", ""id"": 1445}, {""name"": ""Easedram"", ""id"": 21896}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1915,"{{""name"": ""Wildwood Enterprises"", ""id"": 316}, {""name"": ""American Film Company"", ""id"": 7486}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1916,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""TriStar Pictures"", ""id"": 559}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1917,"{{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Fabula"", ""id"": 24459}, {""name"": ""Half Circle"", ""id"": 60255}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CL"", ""name"": ""Chile""}}",,
1918,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""TAFT Entertainment Pictures"", ""id"": 965}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1919,"{{""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Quad Productions"", ""id"": 7038}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}}",,
1920,"{{""name"": ""Solaris Film"", ""id"": 1001}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mimran Schur Pictures"", ""id"": 6573}, {""name"": ""Filmtribe"", ""id"": 12425}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1921,"{{""name"": ""Geffen Pictures"", ""id"": 360}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1922,"{{""name"": ""TriStar Television"", ""id"": 8609}, {""name"": ""Esparza / Katz Productions"", ""id"": 26560}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1923,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Peirce Pictures"", ""id"": 2546}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1924,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}}","{{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1925,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Adam Fields Productions"", ""id"": 3334}, {""name"": ""Two Girls Productions"", ""id"": 81140}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1926,"{{""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""North Box Productions"", ""id"": 22637}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}}",,
1927,"{{""name"": ""TriStar Pictures"", ""id"": 559}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1928,"{{""name"": ""Battleplan Productions"", ""id"": 2108}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1929,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Bob Yari Productions"", ""id"": 12260}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
